date,season
2008-12-19,-328.83185587666344
2008-12-20,-675.5508640148608
2008-12-21,-729.8925718402568
2008-12-22,-444.3977570721933
2008-12-23,-292.8643585293934
2008-12-24,-923.8746534705629
2008-12-25,-1866.9703833081485
2008-12-26,-1477.8126819676288
2008-12-27,-1197.4051210463751
2008-12-28,-1043.6873501433645
2008-12-29,-917.8962012984508
2008-12-30,-729.5762361423282
2008-12-31,-890.909662875392
2009-01-01,-783.1208793549276
2009-01-02,-799.3114840780597
2009-01-03,-1144.7242451184316
2009-01-04,-917.5177041367399
2009-01-05,-33.18250776435248
2009-01-06,426.14826141283146
2009-01-07,252.00741844886514
2009-01-08,38.98447538035754
2009-01-09,104.84860122783098
2009-01-10,-133.1727056672037
2009-01-11,-221.15485604450754
2009-01-12,587.3799620320286
2009-01-13,447.88113130550613
2009-01-14,490.64070731894776
2009-01-15,694.1409487240284
2009-01-16,-81.69910956780534
2009-01-17,-787.2972164820989
2009-01-18,-866.4405110318869
2009-01-19,-376.2878775908833
2009-01-20,298.3073788966203
2009-01-21,718.2066958321145
2009-01-22,954.6350666374188
2009-01-23,772.9263548348646
2009-01-24,-7.585132115356736
2009-01-25,-436.14596460095913
2009-01-26,-328.9282459918587
2009-01-27,252.03619090597246
2009-01-28,922.4167881978984
2009-01-29,1068.967160100435
2009-01-30,655.7257509464123
2009-01-31,97.09034853445763
2009-02-01,103.35833525539002
2009-02-02,263.5122144672408
2009-02-03,599.9714120230582
2009-02-04,707.6836810072122
2009-02-05,955.179141151008
2009-02-06,464.69290590704526
2009-02-07,67.8202164407652
2009-02-08,131.4072664177429
2009-02-09,-14.709649081431333
2009-02-10,259.28269512319434
2009-02-11,308.83344440272793
2009-02-12,248.5387745325349
2009-02-13,-291.06632506080336
2009-02-14,-574.5889219617216
2009-02-15,-505.21332039624923
2009-02-16,-497.6374606965274
2009-02-17,-89.92258155611533
2009-02-18,-12.582379199042705
2009-02-19,153.27666644192254
2009-02-20,47.42976155186551
2009-02-21,-135.65659571984375
2009-02-22,-102.8311116167527
2009-02-23,-87.93960621310798
2009-02-24,87.1110364271697
2009-02-25,158.55668100599436
2009-02-26,-30.047882336140916
2009-02-27,-209.1374947335664
2009-02-28,-617.0585807888383
2009-03-01,-809.158118651171
2009-03-02,-541.907615461044
2009-03-03,-63.45876064778052
2009-03-04,-0.48741882249107205
2009-03-05,-126.9436362333164
2009-03-06,-155.43341348039823
2009-03-07,-566.4678911211679
2009-03-08,-605.0125042832129
2009-03-09,-405.3842583409889
2009-03-10,-72.94488421958832
